ID_Venda;Data_Venda;Loja;Produto;Categoria;Quantidade;Preco_Unitario;Vendedor;Forma_Pagamento;Custo_Unitario
3672;14/07/2025;Loja Fortaleza;Cafeteira 15x;Casa e Eletro;2;415188;Luiz Gustavo Cardoso;Cartão de Crédito;32629
3673;14/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;1;27080;Mirella Pires;PIX;192436
3674;14/07/2025;Loja Recife;Saia Midi;Vestuário Feminino;3;412592;Dra. Fernanda Pereira;Dinheiro;312437
3675;14/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;1;445186;Yago Cardoso;Boleto;229385
3676;14/07/2025;Loja Salvador;Vestido Floral;Vestuário Feminino;1;176724;Vitória Gonçalves;Boleto;157597
3677;14/07/2025;Loja Salvador;Sapato Social;Vestuário Masculino;4;49036;Sra. Ana Carolina Rodrigues;Cartão de Crédito;281923
3678;14/07/2025;Loja Porto Alegre;Liquidificador;Casa e Eletro;4;446444;Yago Cardoso;Cartão de Débito;291781
3679;14/07/2025;Loja Recife;Camisa Social;Vestuário Masculino;4;274978;Mirella Pires;Cartão de Débito;185574
3680;14/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;5;363852;Dra. Fernanda Pereira;Cartão de Débito;220846
3681;14/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;2;331874;Dra. Fernanda Pereira;Boleto;200073
3682;14/07/2025;Loja Recife;Camiseta Polo;Vestuário Masculino;2;346993;André Costela;Boleto;291373
3683;14/07/2025;Loja Fortaleza;Calça Jeans;Vestuário Masculino;5;455726;Sra. Ana Carolina Rodrigues;Cartão de Débito;39184
3684;14/07/2025;Loja Recife;Liquidificador;Casa e Eletro;4;28269;Luiz Gustavo Cardoso;Cartão de Crédito;21359
3685;14/07/2025;Loja Salvador;Sapato Social;Vestuário Masculino;5;210895;Luiz Gustavo Cardoso;Cartão de Crédito;142165
3686;14/07/2025;Loja Recife;Blusa Básica;Vestuário Feminino;5;17902;Vitória Gonçalves;Dinheiro;10483
3687;14/07/2025;Loja Porto Alegre;Camiseta Polo;Vestuário Masculino;3;47605;Vitória Gonçalves;Boleto;37739
3688;14/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;1;44836;Mirella Pires;PIX;35598
3689;14/07/2025;Loja Porto Alegre;Camiseta Polo;Vestuário Masculino;2;91696;Vitória Gonçalves;Dinheiro;63894
3690;14/07/2025;Loja Fortaleza;Notebook Intel i5;Eletrônicos;4;400752;Sra. Ana Carolina Rodrigues;Cartão de Crédito;314095
3691;14/07/2025;Loja Recife;Smartphone A22;Eletrônicos;2;74649;Bryan da Luz;Boleto;56958
3692;14/07/2025;Loja Fortaleza;Liquidificador;Casa e Eletro;4;246019;André Costela;PIX;123995
3693;14/07/2025;Loja Salvador;Ar Condicionado;Casa e Eletro;4;11097;Sra. Ana Carolina Rodrigues;Boleto;77317
3694;14/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;4;164892;Sra. Ana Carolina Rodrigues;Boleto;106315
3695;14/07/2025;Loja Salvador;Camiseta Polo;Vestuário Masculino;5;389992;Dra. Isadora das Neves;Cartão de Crédito;313978
3696;14/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;4;148058;Dra. Isadora das Neves;Cartão de Crédito;79769
3697;14/07/2025;Loja Recife;Vestido Floral;Vestuário Feminino;4;415424;Yago Cardoso;PIX;217339
3698;14/07/2025;Loja Salvador;Blusa Básica;Vestuário Feminino;2;396553;Bryan da Luz;Cartão de Crédito;214904
3699;14/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;4;338931;Sra. Ana Carolina Rodrigues;Boleto;175181
3700;14/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;1;298034;Yago Cardoso;PIX;155084
3701;14/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;5;18939;Sra. Ana Carolina Rodrigues;PIX;15564
3702;14/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;4;481192;Sra. Ana Carolina Rodrigues;Cartão de Crédito;338238
3703;14/07/2025;Loja Porto Alegre;Notebook Intel i5;Eletrônicos;3;301473;Luiz Gustavo Cardoso;PIX;247143
3704;14/07/2025;Loja Fortaleza;Shorts Jeans;Vestuário Feminino;4;207501;Mirella Pires;Cartão de Crédito;169205
3705;14/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;4;137463;Luiz Gustavo Cardoso;Cartão de Débito;76251
3706;14/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;4;140323;André Costela;Boleto;113034
3707;14/07/2025;Loja Salvador;Camisa Social;Vestuário Masculino;2;48612;Bryan da Luz;PIX;363876
3708;14/07/2025;Loja Recife;Camisa Social;Vestuário Masculino;2;303009;André Costela;Boleto;219274
3709;14/07/2025;Loja Porto Alegre;Camiseta Polo;Vestuário Masculino;3;119168;Dra. Fernanda Pereira;Dinheiro;100345
3710;14/07/2025;Loja Porto Alegre;Geladeira Duplex;Casa e Eletro;2;350397;Mirella Pires;Cartão de Débito;179838
3711;14/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;2;319169;Bryan da Luz;Boleto;259697
3712;14/07/2025;Loja Fortaleza;Liquidificador;Casa e Eletro;4;88081;Bryan da Luz;PIX;68002
3713;14/07/2025;Loja Fortaleza;Shorts Jeans;Vestuário Feminino;4;94012;Yago Cardoso;Cartão de Crédito;50687
3714;14/07/2025;Loja Recife;Cafeteira 15x;Casa e Eletro;2;360522;Luiz Gustavo Cardoso;Boleto;197058
3715;14/07/2025;Loja Recife;Liquidificador;Casa e Eletro;5;69471;Anthony Nogueira;Dinheiro;39264
3716;14/07/2025;Loja São Paulo;Camisa Social;Vestuário Masculino;2;284799;Yago Cardoso;Cartão de Débito;248074
3717;14/07/2025;Loja Porto Alegre;Shorts Jeans;Vestuário Feminino;5;367862;Vitória Gonçalves;Boleto;233967
3718;14/07/2025;Loja Recife;Liquidificador;Casa e Eletro;3;438447;Dra. Fernanda Pereira;Boleto;320769
3719;14/07/2025;Loja Fortaleza;Notebook Intel i5;Eletrônicos;5;143835;Mirella Pires;Cartão de Crédito;82055
3720;14/07/2025;Loja Fortaleza;Ar Condicionado;Casa e Eletro;2;150015;Vitória Gonçalves;Boleto;88733
3721;14/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;5;432278;André Costela;Cartão de Débito;331511
3722;14/07/2025;Loja Recife;Camisa Social;Vestuário Masculino;2;63468;Luiz Gustavo Cardoso;Dinheiro;36121
3723;14/07/2025;Loja Porto Alegre;Smartphone A22;Eletrônicos;5;1819;Sra. Ana Carolina Rodrigues;Cartão de Crédito;14502
3724;14/07/2025;Loja Fortaleza;Notebook Intel i7;Eletrônicos;2;219055;Vitória Gonçalves;PIX;124763
3725;14/07/2025;Loja São Paulo;Camisa Social;Vestuário Masculino;5;427178;Anthony Nogueira;Cartão de Débito;292844
3726;14/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;1;334003;Mirella Pires;Boleto;25461
3727;14/07/2025;Loja São Paulo;Geladeira Duplex;Casa e Eletro;2;276573;Mirella Pires;Cartão de Débito;158387
3728;14/07/2025;Loja São Paulo;Shorts Jeans;Vestuário Feminino;2;367813;Sra. Ana Carolina Rodrigues;Boleto;319408
3729;14/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;5;148692;Vitória Gonçalves;Boleto;107787
3730;14/07/2025;Loja Recife;Blusa Básica;Vestuário Feminino;4;93057;Dra. Isadora das Neves;Cartão de Crédito;62871
3731;14/07/2025;Loja Porto Alegre;Camisa Social;Vestuário Masculino;3;244628;André Costela;Cartão de Débito;185814
3732;14/07/2025;Loja Recife;Notebook Intel i7;Eletrônicos;5;406013;Anthony Nogueira;Boleto;358271
3733;14/07/2025;Loja São Paulo;Ar Condicionado;Casa e Eletro;5;196272;Bryan da Luz;Dinheiro;138364
3734;14/07/2025;Loja Recife;Liquidificador;Casa e Eletro;5;316573;Bryan da Luz;Cartão de Crédito;278013
3735;14/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;4;157713;Luiz Gustavo Cardoso;Cartão de Débito;134264
3736;14/07/2025;Loja Salvador;Geladeira Duplex;Casa e Eletro;2;399466;Luiz Gustavo Cardoso;Boleto;265846
3737;14/07/2025;Loja São Paulo;Notebook Intel i5;Eletrônicos;3;103338;Dra. Fernanda Pereira;Dinheiro;61253
3738;14/07/2025;Loja São Paulo;Sapato Social;Vestuário Masculino;1;71677;Vitória Gonçalves;Boleto;56256
3739;14/07/2025;Loja Porto Alegre;Liquidificador;Casa e Eletro;4;33884;Luiz Gustavo Cardoso;Cartão de Débito;275121
3740;14/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;1;499564;Yago Cardoso;PIX;360212
3741;14/07/2025;Loja Salvador;Notebook Intel i5;Eletrônicos;2;315595;Vitória Gonçalves;Boleto;276303
3742;14/07/2025;Loja Salvador;Liquidificador;Casa e Eletro;1;49993;Dra. Fernanda Pereira;Boleto;4488
3743;14/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;3;5658;Mirella Pires;Cartão de Débito;38765
3744;14/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;3;126253;Yago Cardoso;PIX;92307
3745;14/07/2025;Loja Recife;Smartphone A22;Eletrônicos;1;302741;Dra. Fernanda Pereira;Cartão de Débito;213524
3746;14/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;3;487103;Dra. Fernanda Pereira;Cartão de Débito;27590
3747;14/07/2025;Loja Porto Alegre;Liquidificador;Casa e Eletro;3;167219;Dra. Fernanda Pereira;Dinheiro;142732
3748;14/07/2025;Loja Fortaleza;Calça Jeans;Vestuário Masculino;3;6661;Luiz Gustavo Cardoso;Dinheiro;58387
3749;14/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;1;242537;Dra. Isadora das Neves;Cartão de Débito;187052
3750;14/07/2025;Loja Salvador;Smartphone A22;Eletrônicos;1;303777;Dra. Fernanda Pereira;Boleto;238079
3751;14/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;1;131354;Dra. Isadora das Neves;Boleto;73887
3752;14/07/2025;Loja São Paulo;Cafeteira 15x;Casa e Eletro;1;438838;Yago Cardoso;Cartão de Crédito;38769
3753;14/07/2025;Loja São Paulo;Camisa Social;Vestuário Masculino;2;39593;André Costela;Dinheiro;351253
3754;14/07/2025;Loja Fortaleza;Notebook Intel i5;Eletrônicos;4;219925;Yago Cardoso;Cartão de Crédito;18809
3755;14/07/2025;Loja São Paulo;Geladeira Duplex;Casa e Eletro;3;165335;Yago Cardoso;Boleto;103435
3756;14/07/2025;Loja Salvador;Shorts Jeans;Vestuário Feminino;5;338684;Bryan da Luz;PIX;200104
3757;14/07/2025;Loja Salvador;Blusa Básica;Vestuário Feminino;1;468706;André Costela;Cartão de Débito;355712
3758;14/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;1;67798;Yago Cardoso;Cartão de Débito;34785
3759;14/07/2025;Loja São Paulo;Camiseta Polo;Vestuário Masculino;3;312962;Sra. Ana Carolina Rodrigues;Boleto;186888
3760;14/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;2;415195;Mirella Pires;PIX;262588
3761;14/07/2025;Loja Porto Alegre;Ar Condicionado;Casa e Eletro;4;381994;André Costela;Boleto;272006
3762;14/07/2025;Loja Fortaleza;Smartphone A22;Eletrônicos;2;106487;Dra. Isadora das Neves;Cartão de Crédito;7928
3763;14/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;2;297855;Dra. Fernanda Pereira;Cartão de Crédito;267768
3764;14/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;4;32276;Luiz Gustavo Cardoso;Cartão de Débito;2772
3765;14/07/2025;Loja Fortaleza;Sapato Social;Vestuário Masculino;5;27092;Mirella Pires;Dinheiro;18171
3766;14/07/2025;Loja Porto Alegre;Camisa Social;Vestuário Masculino;3;373018;Mirella Pires;Boleto;299275
3767;14/07/2025;Loja Salvador;Tablet 10'';Eletrônicos;3;1624;Luiz Gustavo Cardoso;PIX;12417
3768;14/07/2025;Loja São Paulo;Liquidificador;Casa e Eletro;2;327263;Bryan da Luz;Boleto;256018
3769;14/07/2025;Loja São Paulo;Camiseta Polo;Vestuário Masculino;2;266875;Luiz Gustavo Cardoso;Dinheiro;162602
3770;14/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;4;463746;Bryan da Luz;Cartão de Crédito;257324
3771;14/07/2025;Loja Salvador;Tablet 10'';Eletrônicos;5;353684;Dra. Isadora das Neves;Boleto;226083
3772;14/07/2025;Loja Fortaleza;Blusa Básica;Vestuário Feminino;1;325259;Mirella Pires;Boleto;209567
3773;14/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;4;91199;Luiz Gustavo Cardoso;Cartão de Débito;56032
3774;14/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;3;117536;Mirella Pires;Boleto;67447
3775;14/07/2025;Loja São Paulo;Blusa Básica;Vestuário Feminino;4;356763;André Costela;Cartão de Crédito;295855
3776;14/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;4;51352;Yago Cardoso;Boleto;26997
3777;14/07/2025;Loja Porto Alegre;Calça Jeans;Vestuário Masculino;2;379324;André Costela;Cartão de Débito;336147
3778;14/07/2025;Loja Salvador;Geladeira Duplex;Casa e Eletro;5;75063;Sra. Ana Carolina Rodrigues;PIX;50768
3779;14/07/2025;Loja Porto Alegre;Notebook Intel i5;Eletrônicos;5;454511;Dra. Fernanda Pereira;Boleto;405774
3780;14/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;5;391143;Dra. Isadora das Neves;Cartão de Crédito;228531
3781;14/07/2025;Loja Fortaleza;Tablet 10'';Eletrônicos;4;207801;Sra. Ana Carolina Rodrigues;PIX;129204
3782;14/07/2025;Loja Salvador;Notebook Intel i5;Eletrônicos;3;295647;Dra. Fernanda Pereira;Cartão de Crédito;219441
3783;14/07/2025;Loja Salvador;Camiseta Polo;Vestuário Masculino;3;196443;Luiz Gustavo Cardoso;PIX;141868
3784;14/07/2025;Loja Recife;Saia Midi;Vestuário Feminino;3;35742;Dra. Fernanda Pereira;Cartão de Débito;26221
3785;14/07/2025;Loja Salvador;Blusa Básica;Vestuário Feminino;3;369185;Mirella Pires;PIX;220824
3786;14/07/2025;Loja Porto Alegre;Camisa Social;Vestuário Masculino;3;197545;Dra. Fernanda Pereira;Cartão de Débito;14964
3787;14/07/2025;Loja Fortaleza;Smartphone A22;Eletrônicos;3;136617;Vitória Gonçalves;Cartão de Crédito;119297
3788;14/07/2025;Loja São Paulo;Notebook Intel i7;Eletrônicos;4;9252;Yago Cardoso;PIX;50755
3789;14/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;4;38623;Vitória Gonçalves;Boleto;322861
3790;14/07/2025;Loja Recife;Geladeira Duplex;Casa e Eletro;5;58221;Anthony Nogueira;Cartão de Débito;39294
3791;14/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;3;410162;Luiz Gustavo Cardoso;Cartão de Débito;213509
3792;14/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;1;170997;Yago Cardoso;Cartão de Crédito;120912
3793;14/07/2025;Loja Salvador;Smartphone A22;Eletrônicos;3;337617;Vitória Gonçalves;Boleto;247713
3794;14/07/2025;Loja Porto Alegre;Shorts Jeans;Vestuário Feminino;1;389244;Anthony Nogueira;Cartão de Débito;329969
3795;14/07/2025;Loja Recife;Geladeira Duplex;Casa e Eletro;1;183179;Dra. Isadora das Neves;Dinheiro;102124
3796;14/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;5;12137;Bryan da Luz;Boleto;62703
3797;14/07/2025;Loja São Paulo;Geladeira Duplex;Casa e Eletro;1;20400;André Costela;Cartão de Débito;125719
3798;14/07/2025;Loja São Paulo;Sapato Social;Vestuário Masculino;2;317731;Luiz Gustavo Cardoso;Cartão de Débito;284192
3799;14/07/2025;Loja Fortaleza;Notebook Intel i7;Eletrônicos;2;452457;Mirella Pires;Boleto;322446
3800;15/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;5;285182;Bryan da Luz;Boleto;143023
3801;15/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;3;17969;Mirella Pires;Dinheiro;16042
3802;15/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;2;204467;Sra. Ana Carolina Rodrigues;Cartão de Crédito;162762
3803;15/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;3;187999;Yago Cardoso;Cartão de Crédito;156479
3804;15/07/2025;Loja São Paulo;Camiseta Polo;Vestuário Masculino;5;201128;Dra. Fernanda Pereira;Cartão de Crédito;159527
3805;15/07/2025;Loja Fortaleza;Liquidificador;Casa e Eletro;5;185023;André Costela;Cartão de Débito;165746
3806;15/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;3;28723;Luiz Gustavo Cardoso;Dinheiro;180819
3807;15/07/2025;Loja Fortaleza;Vestido Floral;Vestuário Feminino;3;154111;André Costela;Cartão de Crédito;89151
3808;15/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;2;371208;Bryan da Luz;Boleto;209571
3809;15/07/2025;Loja São Paulo;Shorts Jeans;Vestuário Feminino;4;316789;Mirella Pires;Dinheiro;232244
3810;15/07/2025;Loja Fortaleza;Shorts Jeans;Vestuário Feminino;3;246366;Yago Cardoso;PIX;198775
3811;15/07/2025;Loja Fortaleza;Smartphone A22;Eletrônicos;4;280441;Vitória Gonçalves;Dinheiro;155388
3812;15/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;2;440081;Mirella Pires;Cartão de Crédito;38772
3813;15/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;5;18904;Bryan da Luz;Cartão de Crédito;1600
3814;15/07/2025;Loja Fortaleza;Liquidificador;Casa e Eletro;4;364016;Dra. Fernanda Pereira;Boleto;326822
3815;15/07/2025;Loja Recife;Notebook Intel i7;Eletrônicos;4;357318;Luiz Gustavo Cardoso;Boleto;288444
3816;15/07/2025;Loja Salvador;Camisa Social;Vestuário Masculino;4;287341;Yago Cardoso;Cartão de Débito;228548
3817;15/07/2025;Loja Salvador;Shorts Jeans;Vestuário Feminino;3;43670;André Costela;PIX;322719
3818;15/07/2025;Loja Recife;Saia Midi;Vestuário Feminino;3;216783;Yago Cardoso;Cartão de Débito;187062
3819;15/07/2025;Loja São Paulo;Sapato Social;Vestuário Masculino;5;245037;Yago Cardoso;Dinheiro;153163
3820;15/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;2;326237;Sra. Ana Carolina Rodrigues;Dinheiro;247676
3821;15/07/2025;Loja Porto Alegre;Shorts Jeans;Vestuário Feminino;4;278796;Vitória Gonçalves;Boleto;242186
3822;15/07/2025;Loja Recife;Smartphone A22;Eletrônicos;3;415656;Anthony Nogueira;PIX;242218
3823;15/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;1;371657;Bryan da Luz;Boleto;224739
3824;15/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;4;236959;Sra. Ana Carolina Rodrigues;PIX;158476
3825;15/07/2025;Loja São Paulo;Tablet 10'';Eletrônicos;5;498327;Bryan da Luz;Cartão de Débito;409626
3826;15/07/2025;Loja Fortaleza;Geladeira Duplex;Casa e Eletro;3;178506;Dra. Isadora das Neves;Dinheiro;128684
3827;15/07/2025;Loja Salvador;Calça Jeans;Vestuário Masculino;2;340168;Yago Cardoso;Cartão de Débito;217074
3828;15/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;1;376736;Mirella Pires;Cartão de Crédito;200291
3829;15/07/2025;Loja Salvador;Shorts Jeans;Vestuário Feminino;3;33183;Vitória Gonçalves;Boleto;17134
3830;15/07/2025;Loja São Paulo;Ar Condicionado;Casa e Eletro;5;416348;Dra. Isadora das Neves;PIX;296972
3831;15/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;3;386471;Luiz Gustavo Cardoso;Dinheiro;223848
3832;15/07/2025;Loja Porto Alegre;Geladeira Duplex;Casa e Eletro;2;389196;Bryan da Luz;Cartão de Crédito;245078
3833;15/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;1;266601;Sra. Ana Carolina Rodrigues;Boleto;163797
3834;15/07/2025;Loja Salvador;Geladeira Duplex;Casa e Eletro;1;68998;André Costela;Boleto;49131
3835;15/07/2025;Loja Salvador;Vestido Floral;Vestuário Feminino;1;136227;André Costela;Boleto;75262
3836;15/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;3;230362;Sra. Ana Carolina Rodrigues;Cartão de Débito;156594
3837;15/07/2025;Loja Fortaleza;Sapato Social;Vestuário Masculino;5;83333;André Costela;Cartão de Crédito;49259
3838;15/07/2025;Loja Recife;Liquidificador;Casa e Eletro;5;498668;Vitória Gonçalves;Cartão de Débito;278407
3839;15/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;5;413864;Bryan da Luz;Cartão de Crédito;237742
3840;15/07/2025;Loja Porto Alegre;Blusa Básica;Vestuário Feminino;5;8679;Anthony Nogueira;Cartão de Débito;7098
3841;15/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;3;277576;Mirella Pires;Cartão de Crédito;204851
3842;15/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;3;4373;Sra. Ana Carolina Rodrigues;Boleto;26742
3843;15/07/2025;Loja Fortaleza;Tablet 10'';Eletrônicos;4;491556;Dra. Isadora das Neves;Cartão de Crédito;342431
3844;15/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;1;281982;Mirella Pires;Dinheiro;184572
3845;15/07/2025;Loja Porto Alegre;Vestido Floral;Vestuário Feminino;2;72273;Dra. Isadora das Neves;PIX;64733
3846;15/07/2025;Loja Fortaleza;Notebook Intel i5;Eletrônicos;5;226526;Vitória Gonçalves;Cartão de Crédito;118984
3847;15/07/2025;Loja Recife;Shorts Jeans;Vestuário Feminino;4;185175;Mirella Pires;Boleto;101305
3848;15/07/2025;Loja Fortaleza;Liquidificador;Casa e Eletro;1;231083;Sra. Ana Carolina Rodrigues;Dinheiro;147504
3849;15/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;3;387302;Anthony Nogueira;Boleto;320654
3850;15/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;1;43767;Luiz Gustavo Cardoso;PIX;30734
3851;15/07/2025;Loja São Paulo;Cafeteira 15x;Casa e Eletro;4;409506;Dra. Fernanda Pereira;PIX;234564
3852;15/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;2;237056;Dra. Fernanda Pereira;Dinheiro;202305
3853;15/07/2025;Loja Recife;Smartphone A22;Eletrônicos;3;110892;Mirella Pires;Boleto;96278
3854;15/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;3;405561;Anthony Nogueira;PIX;31752
3855;15/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;1;334761;Dra. Fernanda Pereira;Dinheiro;235945
3856;15/07/2025;Loja Salvador;Liquidificador;Casa e Eletro;5;18791;Mirella Pires;Dinheiro;1435
3857;15/07/2025;Loja Recife;Camiseta Polo;Vestuário Masculino;2;441675;Dra. Isadora das Neves;Cartão de Crédito;235754
3858;15/07/2025;Loja Fortaleza;Liquidificador;Casa e Eletro;1;262332;Sra. Ana Carolina Rodrigues;Dinheiro;211838
3859;15/07/2025;Loja São Paulo;Cafeteira 15x;Casa e Eletro;5;372793;Dra. Isadora das Neves;PIX;247216
3860;15/07/2025;Loja Porto Alegre;Smartphone A22;Eletrônicos;3;499696;Dra. Isadora das Neves;PIX;301199
3861;15/07/2025;Loja Fortaleza;Liquidificador;Casa e Eletro;1;348281;Mirella Pires;Dinheiro;27519
3862;15/07/2025;Loja São Paulo;Liquidificador;Casa e Eletro;3;231295;Dra. Fernanda Pereira;Dinheiro;192776
3863;15/07/2025;Loja São Paulo;Cafeteira 15x;Casa e Eletro;2;330355;Mirella Pires;Cartão de Débito;263132
3864;15/07/2025;Loja São Paulo;Ar Condicionado;Casa e Eletro;3;154007;André Costela;Cartão de Débito;133799
3865;15/07/2025;Loja Recife;Calça Jeans;Vestuário Masculino;5;21052;Yago Cardoso;Cartão de Crédito;11775
3866;15/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;1;356341;Luiz Gustavo Cardoso;Boleto;200553
3867;15/07/2025;Loja Recife;Geladeira Duplex;Casa e Eletro;4;8594;Luiz Gustavo Cardoso;Dinheiro;6508
3868;15/07/2025;Loja Porto Alegre;Vestido Floral;Vestuário Feminino;3;303676;Vitória Gonçalves;Boleto;160377
3869;15/07/2025;Loja São Paulo;Liquidificador;Casa e Eletro;5;39319;Dra. Isadora das Neves;Boleto;304663
3870;15/07/2025;Loja Salvador;Calça Jeans;Vestuário Masculino;1;99843;Luiz Gustavo Cardoso;Cartão de Crédito;59218
3871;15/07/2025;Loja Salvador;Notebook Intel i7;Eletrônicos;1;406913;Yago Cardoso;Dinheiro;332663
3872;15/07/2025;Loja Recife;Vestido Floral;Vestuário Feminino;4;169683;Anthony Nogueira;PIX;136414
3873;15/07/2025;Loja Recife;Camiseta Polo;Vestuário Masculino;2;491186;André Costela;Boleto;36159
3874;15/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;2;34297;André Costela;Dinheiro;21548
3875;15/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;3;279276;Bryan da Luz;Cartão de Débito;245768
3876;15/07/2025;Loja Salvador;Notebook Intel i5;Eletrônicos;5;433051;Dra. Isadora das Neves;Boleto;288675
3877;15/07/2025;Loja Salvador;Notebook Intel i7;Eletrônicos;1;361376;André Costela;Cartão de Crédito;236579
3878;15/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;2;183723;Mirella Pires;Cartão de Crédito;157146
3879;15/07/2025;Loja Salvador;Camisa Social;Vestuário Masculino;3;9183;André Costela;PIX;66941
3880;15/07/2025;Loja Porto Alegre;Liquidificador;Casa e Eletro;5;186958;Mirella Pires;Cartão de Débito;164276
3881;15/07/2025;Loja Porto Alegre;Camiseta Polo;Vestuário Masculino;1;202342;Sra. Ana Carolina Rodrigues;Cartão de Crédito;138167
3882;15/07/2025;Loja Fortaleza;Calça Jeans;Vestuário Masculino;3;1310;Luiz Gustavo Cardoso;Cartão de Crédito;10043
3883;15/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;2;379619;André Costela;Boleto;319007
3884;15/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;4;466603;Sra. Ana Carolina Rodrigues;PIX;346775
3885;15/07/2025;Loja Salvador;Blusa Básica;Vestuário Feminino;5;450527;Sra. Ana Carolina Rodrigues;PIX;399719
3886;15/07/2025;Loja Recife;Blusa Básica;Vestuário Feminino;4;111868;André Costela;PIX;80179
3887;15/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;3;414728;Vitória Gonçalves;Boleto;299417
3888;15/07/2025;Loja Fortaleza;Ar Condicionado;Casa e Eletro;2;10884;Vitória Gonçalves;Cartão de Crédito;802
3889;15/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;5;421593;Luiz Gustavo Cardoso;Cartão de Crédito;224686
3890;15/07/2025;Loja São Paulo;Cafeteira 15x;Casa e Eletro;3;427317;Dra. Fernanda Pereira;Cartão de Débito;337573
3891;15/07/2025;Loja Recife;Smartphone A22;Eletrônicos;3;110483;André Costela;Cartão de Débito;75491
3892;15/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;3;312177;Sra. Ana Carolina Rodrigues;Dinheiro;233275
